id,address,translated_address,latitude,longitude
776528,"г Казань, ул Халезова 13","ulitsa Khalezova, 13",55.866697,49.221937
776561,"г Казань, ул Декабристов 131","Dekabristov Street, 131",55.827419,49.080947
776842,"г Казань, ул Кул Гали 1","ulitsa Kul Gali, 1",55.755414,49.223429
776932,"г Казань, ул Портовая 2","Portovaya Street, 2",55.771403,49.095131
777591,"г Казань, ул Лесная (Новая Сосновка) 17 а","Lesnaya ulitsa, 17А",55.835457,49.235978
777627,"г Казань, ул Мира 18","ulitsa Mira, 18",55.797012,49.25513
777702,"г Казань, пр-кт Ямашева 83","Yamasheva Avenue, 83",55.826114,49.142634
777710,"г Казань, ул Побежимова 55","ulitsa Pobezhimova, 55",55.860261,49.074964
777712,"г Казань, пр-кт Альберта Камалеева 8","prospekt Alberta Kamaleyeva, 8",55.791015,49.183121
777717,"г Казань, ул Калининградская 1-я 8","1-ya Kaliningradskaya ulitsa, 8",55.750732,49.179321
777747,"г Казань, ул Юлиуса Фучика 34","ulitsa Yuliusa Fuchika, 34",55.745701,49.21953
777865,"г Казань, ул Гвардейская ",Gvardeyskaya ulitsa,55.778203,49.173464
777887,"г Казань, ул Оренбургский тракт 203","Orenburgskiy trakt, 203А",55.734694,49.183076
777913,"г Казань, ул Альметьевская 21","Almetyevskaya Street, 21",55.846381,49.208939
777922,"г Казань, ул Шамиля Усманова 33","ulitsa Shamilya Usmanova, 33",55.831418,49.063717
777959,"г Казань, ул Авангардная 145","Avangardnaya Street, 145",55.741718,49.145724
777971,"г Казань, ул Шумная 9А","Shumnaya ulitsa, 7",55.86062,48.868989
777986,"г Казань, ул Голубятникова 22","ulitsa Golubyatnikova, 22",55.837813,49.115298
777999,"г Казань, ул Восстания 123","ulitsa Vosstaniya, 123",55.830417,49.050153
778002,"г Казань, ул Мусина 29","Musina Street, 29",55.825709,49.119997
778030,"г Казань, ул Светлая 19","Svetlaya ulitsa, 19",55.822847,49.042229
778151,"г Казань, ул Большая Красная 3","Bolshaya Krasnaya Street, 3",55.799011,49.112406
778312,"г Казань, ул Чернышевского 10/6","Chernyshevskogo Street, 10/7",55.793146,49.110331
778373,"г Казань, ул Юлиуса Фучика 141","ulitsa Yuliusa Fuchika, 141",55.769545,49.229977
778391,"г Казань, ул Виталия Синицина 11А","ulitsa Vitaliya Sinitsyna, 11А",55.702612,49.140604
778416,"г Казань, ул Абсалямова 28","Absalyamova Street, 28",55.821709,49.111265
778589,"г Казань, ул Рощинская 42","Roshchinskaya ulitsa, 42",55.694951,49.140218
778669,"г Казань, ул Азинская 2-я 3А","2nd Azinskaya Street, 3А",55.805305,49.203046
778745,"г Казань, ул Спартаковская 125","Spartakovskaya Street, 125",55.771636,49.147242
778757,"г Казань, ул Революционная 27","Revolyutsionnaya ulitsa, 27",55.818599,48.88692
778807,"г Казань, ул Заречная 10","Zarechnaya Street, 10",55.800676,49.035896
778932,"г Казань, ул Белинского 25","Belinskiy Street, 25",55.853435,49.069179
779049,"г Казань, ул Вишневского 3","Vishnevskiy Street, 3",55.791496,49.153225
779172,"г Казань, ул Академика Глушко 22","Akademika Glushko Street, 22",55.785807,49.233058
779176,"г Казань, ул Дубравная 43А","Dubravnaya ulitsa, 43А",55.738769,49.202022
779190,"г Казань, ул Голубятникова 19А","ulitsa Golubyatnikova, 19А",55.838951,49.106037
779278,"г Казань, ул Ползунова 5","ulitsa Polzunova, 5",55.810071,49.082249
779279,"г Казань, ул Юлиуса Фучика 14В","ulitsa Yuliusa Fuchika, 14В",55.741541,49.206082
779288,"г Казань, ул Белинского ",Belinskiy Street,55.854067,49.076186
779320,"г Казань, пр-кт Фатыха Амирхана 53Б","Fatykha Amirkhana Street, 53Б",55.831433,49.127183
779346,"г Казань, ул Советская 27","Sovetskaya ulitsa, 27",55.815155,49.265955
779355,"г Казань, пр-кт Универсиады ",Universiady Avenue,55.767119,49.15751
779387,"г Казань, ул Клары Цеткин 9","Klary Tsetkin Street, 9",55.798677,49.061929
779399,"г Казань, ул Ноксинский Спуск 27","ulitsa Noksinskiy Spusk, 27",55.77072,49.239248
779413,"г Казань, ул Октябрьская 46","Oktyabrskaya ulitsa, 46",55.842529,49.093577
779414,"г Казань, пр-кт Победы ",Pobedy Avenue,55.771783,49.218937
779481,"г Казань, пр-кт Ямашева 94","Yamasheva Avenue, 94",55.827965,49.15053
779491,"г Казань, ул Центральная (Отары) 16","Tsentralnaya ulitsa, 16",55.743781,49.266063
779548,"г Казань, ул Московская 2","Moskovskaya Street, 2",55.792473,49.101473
779715,"г Казань, ул Маршальская 25А","Marshalskaya ulitsa, 25А",55.768157,49.165388
779735,"г Казань, ул Каюма Насыри 25","Kayuma Nasyri Street, 25",55.778497,49.118847
779851,"г Казань, ул Адоратского 51","Adoratskogo Street, 51",55.842671,49.141799
780988,"г Казань, пр-кт Победы  57 В","Pobedy Avenue, 57В",55.776148,49.209891
781006,"г Казань, ул Право-Булачная 21","Pravo-Bulachnaya Street, 21",55.792351,49.108274
781015,"г Казань, ул Ново-Светлая 16","Novo-Svetlaya ulitsa, 16",55.823368,49.040433
781039,"г Казань, ул Айдарова 7","Aydarova Street, 7",55.867187,49.091511
781113,"г Казань, ул Газовая 17","Gazovaya ulitsa, 17",55.770284,49.14788
781128,"г Казань, пр-кт Победы 50 А ","Pobedy Avenue, 50А",55.748919,49.207573
781158,"г Казань, ул Восход 3 А","Voskhod Street, 3А",55.827039,49.068909
781160,"г Казань, ул Братьев Касимовых 82","Bratyev Kasimovykh Street, 82",55.756726,49.213844
781554,"г Казань, ул Сары Садыковой 30","Sary Sadykovoy Street, 30",55.773975,49.116071
781563,"г Казань, пр-кт Победы 19","Pobedy Avenue, 19",55.748569,49.20345
781917,"г Казань, ул Аделя Кутуя 185","Adelya Kutuya Street, 185",55.763741,49.197539
782222,"г Казань, ул Курская 18","Kurskaya ulitsa, 18",55.789067,49.183067
782440,"г Казань, ул Академика Парина ",Akademika Parina Street,55.744804,49.184505
782468,"г Казань, пр-кт Победы 45","Pobedy Avenue, 45",55.755611,49.215757
782505,"г Казань, ул Сыртлановой 5","ulitsa Syrtlanovoy, 5",55.753215,49.193173
782562,"г Казань, ул Комиссара Габишева 10","ulitsa Komissara Gabisheva, 10",55.739635,49.228064
782584,"г Казань, ул Академика Глушко 32","Akademika Glushko Street, 32",55.789315,49.221722
782642,"г Казань, ул Латышских Стрелков 7","ulitsa Latyshskikh Strelkov, 7",55.762794,49.174497
782647,"г Казань, ул Татарстан 16","Tatarstan Street, 16",55.782425,49.114885
782671,"г Казань, ул Белинского 8","Belinskiy Street, 8",55.85433,49.079321
782688,"г Казань, ул Гагарина 45","ulitsa Gagarina, 45",55.83939,49.104986
782714,"г Казань, ул Галимджана Баруди 20","ulitsa Galimdzhana Barudi, 20",55.823383,49.069358
782730,"г Казань, ул Академика Сахарова 10","Akademika Sakharova Street, 10",55.779008,49.231612
782757,"г Казань, ул Академика Завойского 13","Akademika Zavoyskogo Street, 13",55.7586,49.239095
782770,"г Казань, ул Дементьева 37","ulitsa Dementyeva, 37",55.862009,49.103647
782909,"г Казань, ул Мусы Бигиева 20 ч/д","ulitsa Musy Bigiyeva, 20",55.871657,49.071308
783002,"г Казань, ул Рахимова 11","ulitsa Rakhimova, 11",55.839213,49.02668
783088,"г Казань, ул Авангардная 74","Avangardnaya Street, 74",55.740705,49.144287
783688,"г Казань, ул Спартаковская ",Spartakovskaya Street,55.774826,49.139831
783999,"г Казань, ул Даурская 10","Daurskaya ulitsa, 10",55.763397,49.146209
784210,"г Казань, ул Магаданская 18","Magadanskaya ulitsa, 18А",55.76835,49.164382
784344,"г Казань, ул Юлиуса Фучика 121","ulitsa Yuliusa Fuchika, 121",55.763498,49.229753
784362,"г Казань, ул Карбышева 62","ulitsa Karbysheva, 62",55.753727,49.178315
784380,"г Казань, ул Лейтенанта Красикова 6","ulitsa Leytenanta Krasikova, 6",55.819848,48.897116
784493,"г Казань, ул Кул Гали 14","ulitsa Kul Gali, 14",55.749831,49.231603
784502,"г Казань, ул Вишневского 3","Vishnevskiy Street, 3",55.791496,49.153225
784517,"г Казань, пр-кт Победы 68","Pobedy Avenue, 68",55.750859,49.217482
784524,"г Казань, ул Поперечно-Большая 1А","Poperechno-Bolshaya ulitsa, 11",55.880056,49.080722
784635,"г Казань, ул Мусина 70","Musina Street, 70",55.838329,49.121335
784670,"г Казань, ул Мусина 78","Musina Street, 78",55.839471,49.124317
784917,"г Казань, ул Шамиля Усманова 15","ulitsa Shamilya Usmanova, 15",55.829153,49.072035
784997,"г Казань, пр-кт Фатыха Амирхана 97","Fatykha Amirkhana Street, 97",55.840452,49.132133
785005,"г Казань, ул Юго-Западная 2-я 31","2nd Ugo-Zapadnaya Street, 31",55.821406,49.081019
785028,"г Казань, ул Ломжинская 11","Lomzhinskaya Street, 11",55.767261,49.226573
785054,"г Казань, ул Поперечно-Большая 8А","Poperechno-Bolshaya ulitsa, 8",55.880334,49.081746
785120,"г Казань, ул Карьерная (Киндери) 4","Karyernaya ulitsa, 4",55.864636,49.244081
785272,"г Казань, ул Рахимова 31","ulitsa Rakhimova, 31",55.840032,49.034764
785277,"г Казань, пр-кт Ямашева 85","Yamasheva Avenue, 85",55.825467,49.142957
785286,"г Казань, ул Восход 5А","Voskhod Street, 5А",55.826938,49.069915
785402,"г Казань, ул Шамиля Усманова 32","ulitsa Shamilya Usmanova, 32",55.831762,49.065738
785410,"г Казань, ул Декабристов 87","Dekabristov Street, 87",55.818599,49.0886
785462,"г Казань, ул Четаева 66","Chetaeva Street, 66",55.823312,49.112603
785486,"г Казань, ул Парковая 19","Parkovaya ulitsa, 19",55.859372,49.224039
785561,"г Казань, пр-кт Ямашева 87","Yamasheva Avenue, 87",55.826336,49.143838
785577,"г Казань, пр-кт Ибрагимова 13","Ibragimova Avenue, 13",55.839663,49.089786
785605,"г Казань, ул Сабан 7Б","ulitsa Saban, 7Б",55.826058,49.052829
785735,"г Казань, ул Звенигородская 51","Zvenigorodskaya ulitsa, 51",55.828081,48.874577
785741,"г Казань, ул Павлюхина 87","ulitsa Pavlyukhina, 87",55.769616,49.145311
785786,"г Казань, ул Хайдара Бигичева 6А","ulitsa Khaydara Bigicheva, 6А",55.783529,49.225405
785791,"г Казань, ул Оренбургский тракт 24В","Orenburgskiy trakt, 24В",55.752323,49.160852
785794,"г Казань, ул Давликеевская 3-я 19","3-ya Davlikeyevskaya ulitsa, 19",55.697894,49.147817
785897,"г Казань, ул Баженова 30","Bazhenova Street, 30",55.815312,49.084262
787465,"г Казань, ул Аделя Кутуя 86","Adelya Kutuya Street, 86А",55.781555,49.184037
787598,"г Казань, ул Минская 44","Minskaya Street, 44",55.771682,49.239023
789226,"г Казань, пгт Воровского 3",City of Kazan,55.798551,49.106324
